id	app_type_id	parent_skill_id	creator_id	skill_icon	skill_picture_url	title	description	created_date	updated_date	level_id	privacy	order	status	rand
200400	2	\N	1	168	goal_default.png	Worldly Festivals & Events to Attend		2014-02-16 09:19:44	2015-03-10 11:25:52	6	0	1	0	0.17259135
300636	3	\N	1	49	hobby_default.png	Mountain biking		2014-01-14 12:45:48	2015-03-06 08:27:19	10	0	1	0	0.03022363
751	1	\N	1	44	skill_default.png	clearing a drain		2014-07-06 14:28:45	2015-08-23 13:25:24	1	0	1	0	0.750532689
202098	2	\N	1	18	goal_default.png	"Collect 1,000 Emails From Readers Describing How I Positively Impacted Their Life"		2014-06-04 20:07:52	2015-10-30 02:12:20	6	0	1	0	0.708562726
1966	1	\N	1	275	skill_default.png	initiative		2014-06-17 00:20:53	2015-07-31 01:08:07	1	0	1	0	0.709444901
200106	2	\N	1	273	goal_default.png	Eat Sushi in Japan		2014-11-08 05:42:52	2015-12-10 00:00:35	6	0	1	0	0.683635053
1558	1	\N	1	40	skill_default.png	arrange social functions		2014-04-24 00:19:18	2015-01-10 17:50:21	1	0	1	0	0.896004255
554	1	\N	1	86	skill_default.png	futures trader		2014-03-08 05:51:39	2015-12-29 10:56:38	1	0	1	0	0.969621995
23	1	\N	1	2	skill_default.png	conservation officer		2014-09-13 14:10:54	2015-04-06 06:55:44	1	0	1	0	0.009408145
800152	8	\N	1	244	advice_default.png	"It is easy for people to talk a good game, so watch how they behave instead."		2014-07-05 15:40:02	2015-09-18 04:43:24	13	0	1	0	0.243875111
828	1	\N	1	107	skill_default.png	take a good picture		2014-04-01 03:56:44	2015-02-17 02:40:34	1	0	1	0	0.322818036
520	1	\N	1	207	skill_default.png	writing		2014-03-13 10:44:59	2015-01-17 08:54:40	1	0	1	0	0.845222631
202581	2	\N	1	150	goal_default.png	Learn a Magic Trick		2014-08-30 17:31:03	2015-09-12 12:46:22	6	0	1	0	0.558215207
325	1	\N	1	138	skill_default.png	promoting events		2014-06-25 02:12:12	2015-05-02 14:49:29	1	0	1	0	0.793342222
202488	2	\N	1	197	goal_default.png	Get a Foot Massage		2014-09-29 01:40:05	2015-04-02 23:31:21	6	0	1	0	0.361956476
300635	3	\N	1	272	hobby_default.png	Kids art		2014-07-10 08:18:49	2015-08-17 16:47:43	10	0	1	0	0.565515655
459	1	\N	1	189	skill_default.png	bird watching		2014-08-29 04:08:24	2015-08-30 11:28:11	1	0	1	0	0.641027746
1801	1	\N	1	56	skill_default.png	air traffic controller		2014-12-06 21:05:02	2015-03-23 23:17:57	1	0	1	0	0.383457493
901	1	\N	1	235	skill_default.png	ironing		2014-01-05 05:59:25	2015-07-09 09:51:50	1	0	1	0	0.86797629
201941	2	\N	1	29	goal_default.png	Throw a Themed Party		2014-02-20 22:18:37	2015-11-10 01:51:45	6	0	1	0	0.337636744
518	1	\N	1	28	skill_default.png	slacklining		2014-11-27 10:08:33	2015-07-28 01:11:34	1	0	1	0	0.885953125
292	1	\N	1	1	skill_default.png	making clothes		2014-10-20 14:20:24	2015-11-29 17:43:52	1	0	1	0	0.98839872
201443	2	\N	1	113	goal_default.png	Go through all my clothes and give away what I do not use		2014-10-31 22:20:12	2015-09-02 05:04:25	6	0	1	0	0.061974289
202889	2	\N	1	122	goal_default.png	Sleep in a Capsule Hotel		2014-03-12 23:05:51	2015-10-07 23:06:17	6	0	1	0	0.779255499
800089	8	\N	1	87	advice_default.png	Exercise every morning		2014-04-28 16:04:57	2015-11-24 08:03:33	13	0	1	0	0.243875111
1094	1	\N	1	117	skill_default.png	plan activities and put them into action		2014-06-03 05:31:38	2015-09-07 13:26:59	1	0	1	0	0.57872906
201097	2	\N	1	118	goal_default.png	Attend a Lantern Festival		2014-03-22 13:01:29	2015-08-16 16:43:32	6	0	1	0	0.037854147
300477	3	\N	1	61	hobby_default.png	Programming		2014-03-27 12:54:17	2015-04-29 11:07:35	10	0	1	0	0.398928731
710	1	\N	1	116	skill_default.png	parole or probation officer		2014-07-30 06:57:36	2015-06-02 06:28:39	1	0	1	0	0.156094144
202736	2	\N	1	26	goal_default.png	Write a diary for my son to have when he is older describing our days together		2014-04-08 07:17:46	2015-08-12 13:40:57	6	0	1	0	0.716533429
200388	2	\N	1	42	goal_default.png	See the Kinderdijk Windmills in Netherlands		2014-01-22 14:21:16	2015-10-13 14:11:20	6	0	1	0	0.730828802
200292	2	\N	1	231	goal_default.png	Teach My Children About the Gospel and Lead Them to Accept Christ		2014-12-28 21:21:19	2015-04-14 10:03:13	6	0	1	0	0.450067405
201985	2	\N	1	14	goal_default.png	Abseil Down a Building		2014-03-11 08:13:55	2015-02-27 14:41:43	6	0	1	0	0.271647238
200380	2	\N	1	174	goal_default.png	Shop Each Piece to a Publisher At Least Once		2014-04-12 01:44:24	2015-03-19 01:26:24	6	0	1	0	0.105180163
200346	2	\N	1	251	goal_default.png	Have a Nascar Experience		2014-12-29 11:28:45	2015-10-26 15:28:05	6	0	1	0	0.984480373
202268	2	\N	1	83	goal_default.png	Attend a Ballet		2014-09-19 04:25:06	2015-10-28 14:10:28	6	0	1	0	0.230372769
645	1	\N	1	80	skill_default.png	registered nurse (paediatric)		2014-06-22 01:59:48	2015-06-14 23:28:54	1	0	1	0	0.765323651
201937	2	\N	1	157	goal_default.png	Cook Every Dish in One Cookbook		2014-01-13 03:27:04	2015-01-07 21:11:31	6	0	1	0	0.267565488
200926	2	\N	1	8	goal_default.png	Bring in 10 New Clients Or Prospects a Month		2014-10-24 09:58:19	2015-08-07 02:02:15	6	0	1	0	0.83484114
300143	3	\N	1	39	hobby_default.png	Watch documentaries		2014-02-07 14:37:06	2015-09-03 00:35:43	10	0	1	0	0.382888636
420	1	\N	1	206	skill_default.png	strive to satisfy clients		2014-01-25 12:32:15	2015-04-20 23:23:17	1	0	1	0	0.783262201
202314	2	\N	1	10	goal_default.png	Go for a Swim in the Blue Ocean At the Maldives		2014-07-25 16:03:22	2015-10-19 17:26:53	6	0	1	0	0.901610132
202651	2	\N	1	127	goal_default.png	Ride in a hot air balloon		2014-03-06 18:52:25	2015-08-14 04:37:29	6	0	1	0	0.73140071
202927	2	\N	1	261	goal_default.png	Get Trained for a New Career.		2014-04-09 06:54:00	2015-11-12 15:42:03	6	0	1	0	0.272634531
121	1	\N	1	4	skill_default.png	physicist		2014-11-11 04:54:46	2015-12-20 23:36:58	1	0	1	0	0.161763919
400010	4	\N	1	127	promise_default.png	Appreciate others for who they are		2014-04-29 22:05:57	2015-06-15 12:31:41	12	0	1	0	0.241035763
764	1	\N	1	115	skill_default.png	binder and finisher		2014-06-07 23:51:04	2015-04-04 04:59:05	1	0	1	0	0.206565228
201699	2	\N	1	55	goal_default.png	Become a Full-Time Firefighter		2014-12-10 02:57:16	2015-06-18 11:44:53	6	0	1	0	0.589225069
201358	2	\N	1	235	goal_default.png	Drive Along the Pacific Coast Highway		2014-06-03 18:51:59	2015-02-12 19:30:43	6	0	1	0	0.454644172
201156	2	\N	1	58	goal_default.png	Wear a Sumo Wrestling Suit		2014-03-07 03:24:29	2015-09-12 18:44:12	6	0	1	0	0.530201336
1666	1	\N	1	124	skill_default.png	media producer (excluding video)		2014-08-21 05:55:41	2015-07-25 03:09:48	1	0	1	0	0.312856764
200666	2	\N	1	132	goal_default.png	Get a Hot Boyfriend		2014-11-11 01:53:28	2015-04-15 19:33:01	6	0	1	0	0.995413428
203022	2	\N	1	46	goal_default.png	Go down one of the worlds longest zip lines		2014-05-22 21:42:37	2015-03-24 02:16:31	6	0	1	0	0.151598885
300977	3	\N	1	130	hobby_default.png	Makingwalking sticks		2014-01-11 21:38:01	2015-12-07 13:48:35	10	0	1	0	0.054528113
201815	2	\N	1	231	goal_default.png	Create a New Ice Cream Flavor		2014-10-07 23:03:07	2015-09-30 00:43:21	6	0	1	0	0.121350119
201486	2	\N	1	269	goal_default.png	Host a family reunion		2014-12-27 01:44:50	2015-06-19 06:06:20	6	0	1	0	0.119443975
200163	2	\N	1	110	goal_default.png	Drive Along Route 66		2014-05-28 16:28:16	2015-10-09 21:22:36	6	0	1	0	0.609046539
202909	2	\N	1	223	goal_default.png	Go Wine Tasting		2014-07-09 09:59:02	2015-05-04 00:44:04	6	0	1	0	0.824857964
202816	2	\N	1	96	goal_default.png	Knit a Scarf		2014-10-31 13:51:27	2015-02-25 09:17:34	6	0	1	0	0.928081417
1194	1	\N	1	91	skill_default.png	cosmetics consulting		2014-12-26 07:00:12	2015-12-08 16:20:12	1	0	1	0	0.871503656
300573	3	\N	1	40	hobby_default.png	Aeromodeling		2014-10-11 19:12:35	2015-04-10 21:04:11	10	0	1	0	0.600888403
200943	2	\N	1	9	goal_default.png	Cover My Bedroom Walls Completely in Photos		2014-02-27 05:20:15	2015-01-15 01:28:42	6	0	1	0	0.74638711
300056	3	\N	1	178	hobby_default.png	Learn an instrument		2014-06-12 23:59:17	2015-12-27 00:16:42	10	0	1	0	0.812887728
202574	2	\N	1	194	goal_default.png	Go for a Specific Award.		2014-03-12 23:50:04	2015-12-16 22:40:48	6	0	1	0	0.105913207
1394	1	\N	1	90	skill_default.png	cashier		2014-08-28 23:03:50	2015-02-12 12:16:34	1	0	1	0	0.693905374
1518	1	\N	1	131	skill_default.png	heavy labor		2014-02-25 12:43:03	2015-03-03 01:28:08	1	0	1	0	0.030478606
465	1	\N	1	275	skill_default.png	utilize computer software (specify programs)		2014-07-23 13:30:26	2015-05-31 19:12:43	1	0	1	0	0.726793615
201411	2	\N	1	68	goal_default.png	Ride a Dune Buggy in the Desert		2014-01-14 13:39:48	2015-07-22 08:39:24	6	0	1	0	0.717167541
200620	2	\N	1	122	goal_default.png	Grow Tomatoes From Seed		2014-03-25 03:56:36	2015-09-04 22:42:06	6	0	1	0	0.115073074
202716	2	\N	1	155	goal_default.png	Wrap a Snake Around My Neck		2014-08-28 10:15:01	2015-07-20 22:20:21	6	0	1	0	0.11636511
300268	3	\N	1	143	hobby_default.png	Rock balancing		2014-07-26 23:29:37	2015-06-30 03:25:47	10	0	1	0	0.990429894
200631	2	\N	1	17	goal_default.png	Explore Petra		2014-08-01 09:10:22	2015-08-10 12:42:55	6	0	1	0	0.864930609
800103	8	\N	1	43	advice_default.png	"Go to bed, and wake up, early."		2014-07-27 17:32:21	2015-02-26 06:36:00	13	0	1	0	0.243875111
200806	2	\N	1	124	goal_default.png	Attend a Costume Party		2014-12-18 03:01:26	2015-10-10 10:35:02	6	0	1	0	0.691965528
876	1	\N	1	241	skill_default.png	planning organizational needs		2014-07-31 08:55:06	2015-03-01 19:15:36	1	0	1	0	0.719520936
202033	2	\N	1	204	goal_default.png	Drive a Formula 1 Car		2014-07-13 03:04:11	2015-09-11 18:55:26	6	0	1	0	0.951216023
623	1	\N	1	152	skill_default.png	billing		2014-03-22 17:37:58	2015-01-24 04:46:25	1	0	1	0	0.383725008
200366	2	\N	1	69	goal_default.png	Learn a New Word From an Unknown Language Every Day for 30 Days		2014-02-03 21:57:10	2015-12-19 02:39:42	6	0	1	0	0.599464663
203083	2	\N	1	23	goal_default.png	Spend a Week At a Silent Retreat		2014-09-11 07:19:21	2015-03-24 08:54:40	6	0	1	0	0.093770492
201498	2	\N	1	60	goal_default.png	Dress Up With Friends for a Showing of the Rocky Horror Picture Show		2014-02-03 11:58:42	2015-07-02 03:53:34	6	0	1	0	0.234235572
201038	2	\N	1	265	goal_default.png	Color My Hair Blue		2014-07-09 13:23:31	2015-12-30 23:47:37	6	0	1	0	0.752274342
200024	2	\N	1	98	goal_default.png	Finish My Osu Scrapbook		2014-11-08 07:37:03	2015-01-08 10:42:49	6	0	1	0	0.423678473
300085	3	\N	1	200	hobby_default.png	Food critic		2014-11-18 16:10:42	2015-04-10 00:37:35	10	0	1	0	0.291522868
200387	2	\N	1	118	goal_default.png	Wild Boar		2014-02-03 03:08:04	2015-03-06 16:33:01	6	0	1	0	0.080118432
202634	2	\N	1	12	goal_default.png	Be in 5 Magazines		2014-11-17 08:13:12	2015-01-29 07:33:45	6	0	1	0	0.624709529
202000	2	\N	1	70	goal_default.png	Play a Tennis Match		2014-09-11 19:39:30	2015-12-10 08:39:07	6	0	1	0	0.781687626
1922	1	\N	1	210	skill_default.png	polite		2014-07-22 11:36:06	2015-03-30 01:44:33	1	0	1	0	0.141239634
1424	1	\N	1	59	skill_default.png	shibori dyeing 		2014-06-11 01:52:11	2015-07-08 12:20:18	1	0	1	0	0.888157145
202431	2	\N	1	131	goal_default.png	Drink Milk From a Fresh Coconut		2014-02-18 07:19:38	2015-09-06 13:18:46	6	0	1	0	0.906042575
200756	2	\N	1	103	goal_default.png	Feed a Crocodile		2014-03-02 18:28:39	2015-06-20 08:09:36	6	0	1	0	0.596113031
201679	2	\N	1	250	goal_default.png	Organize a Family Portrait		2014-01-05 05:31:12	2015-05-09 08:16:22	6	0	1	0	0.870916546
200274	2	\N	1	38	goal_default.png	Gamble in Vegas		2014-05-16 19:48:17	2015-04-15 13:29:34	6	0	1	0	0.089970018
202350	2	\N	1	256	goal_default.png	Float in the Dead Sea		2014-01-24 01:46:08	2015-12-26 21:22:02	6	0	1	0	0.414932546
2009	1	\N	1	169	skill_default.png	providing discipline 		2014-01-26 14:55:32	2015-05-19 17:00:49	1	0	1	0	0.244077013
201713	2	\N	1	142	goal_default.png	Go on a Midnight Bike Ride		2014-10-10 23:53:31	2015-03-03 08:52:13	6	0	1	0	0.432692731
1083	1	\N	1	66	skill_default.png	using office machines (list all you can use)		2014-05-09 12:23:02	2015-05-06 08:40:08	1	0	1	0	0.034600858
1317	1	\N	1	106	skill_default.png	youth worker		2014-12-23 02:59:00	2015-09-25 15:04:54	1	0	1	0	0.143450933
1840	1	\N	1	149	skill_default.png	use my hands		2014-11-18 22:35:02	2015-01-07 12:01:44	1	0	1	0	0.55043659
201187	2	\N	1	212	goal_default.png	Being Respected	Being respected by others; having other people trust you	2014-02-14 05:44:27	2015-10-21 12:58:54	6	0	1	0	0.358256964
300737	3	\N	1	253	hobby_default.png	Kart racing		2014-09-20 04:14:44	2015-01-07 15:51:50	10	0	1	0	0.006728369
200383	2	\N	1	61	goal_default.png	Enter Something in a Food Competition		2014-12-15 11:16:48	2015-03-23 15:48:49	6	0	1	0	0.204734642
202482	2	\N	1	25	goal_default.png	Drink At an Ice Bar		2014-07-25 08:41:08	2015-03-07 16:49:44	6	0	1	0	0.015680152
300787	3	\N	1	49	hobby_default.png	Telescope making		2014-04-25 23:29:54	2015-06-02 12:30:58	10	0	1	0	0.734651625
202218	2	\N	1	258	goal_default.png	Eat Jellied Eels From a Stall in London		2014-06-18 06:53:08	2015-01-25 08:57:33	6	0	1	0	0.936831726
202418	2	\N	1	55	goal_default.png	"Go to the Day of the Dead, Mexico"		2014-07-02 14:56:15	2015-12-10 13:01:21	6	0	1	0	0.432153721
202265	2	\N	1	251	goal_default.png	Get Certified As a Public Accountant		2014-08-19 21:46:39	2015-02-27 09:30:49	6	0	1	0	0.811784529
200494	2	\N	1	214	goal_default.png	Backpack Through Australia		2014-06-27 14:11:02	2015-03-03 01:19:55	6	0	1	0	0.677121913
300705	3	\N	1	48	hobby_default.png	How to cast miniatures		2014-03-10 12:28:31	2015-02-15 07:22:31	10	0	1	0	0.723682948
1936	1	\N	1	24	skill_default.png	kitchen skills		2014-03-21 12:39:27	2015-08-19 15:18:09	1	0	1	0	0.71807291
200830	2	\N	1	253	goal_default.png	Read Five Books At the Same Time As My Wife and Discuss Them With Her		2014-03-06 18:32:15	2015-12-28 10:28:34	6	0	1	0	0.626952118
201832	2	\N	1	114	goal_default.png	Eat Maple Syrup Pancakes in Canada		2014-01-22 04:51:19	2015-05-31 11:21:50	6	0	1	0	0.90275975
300472	3	\N	1	109	hobby_default.png	Psychology		2014-11-03 16:32:01	2015-06-01 10:23:57	10	0	1	0	0.093170524
1878	1	\N	1	244	skill_default.png	musician instrumental		2014-09-25 08:46:02	2015-12-25 05:47:20	1	0	1	0	0.127572429
203120	2	\N	1	122	goal_default.png	Do the Great Victorian Bike Ride		2014-04-18 05:12:46	2015-12-04 19:52:28	6	0	1	0	0.392144656
202722	2	\N	1	220	goal_default.png	Be an Extra in a Television Show		2014-09-14 02:28:45	2015-11-06 00:50:50	6	0	1	0	0.828388371
300665	3	\N	1	150	hobby_default.png	Bottles and cans		2014-04-22 17:28:02	2015-01-24 16:33:45	10	0	1	0	0.693461652
1975	1	\N	1	135	skill_default.png	play instruments		2014-06-25 23:55:32	2015-03-05 11:08:01	1	0	1	0	0.669555817
200716	2	\N	1	115	goal_default.png	Rappel in to a Cave		2014-04-12 02:59:43	2015-10-01 10:26:59	6	0	1	0	0.565731563
202607	2	\N	1	203	goal_default.png	Take a cruise to an island resort.		2014-08-04 16:09:07	2015-02-20 15:46:39	6	0	1	0	0.846099915
201780	2	\N	1	218	goal_default.png	Hike a Part of the Pacific Coast Trail		2014-11-03 23:11:20	2015-10-16 02:56:41	6	0	1	0	0.860897896
202273	2	\N	1	135	goal_default.png	Form a Buncos Club		2014-03-22 14:53:14	2015-06-18 18:14:07	6	0	1	0	0.514701005
635	1	\N	1	268	skill_default.png	intensive care specialist		2014-02-20 19:34:28	2015-11-19 16:57:48	1	0	1	0	0.253039702
300838	3	\N	1	66	hobby_default.png	Shopping		2014-04-29 21:11:23	2015-10-09 18:59:54	10	0	1	0	0.740113087
200962	2	\N	1	105	goal_default.png	Find My Perfect Shade of Lipstick		2014-09-11 20:20:24	2015-07-14 05:14:04	6	0	1	0	0.796845526
203072	2	\N	1	121	goal_default.png	Solve a Rubix-Cube		2014-10-11 05:46:28	2015-10-06 18:18:17	6	0	1	0	0.795914087
944	1	\N	1	231	skill_default.png	drinking coffee		2014-04-24 09:04:19	2015-04-14 03:51:07	1	0	1	0	0.533428094
167	1	\N	1	7	skill_default.png	drying clothes and dishes		2014-05-31 07:26:15	2015-10-24 21:44:56	1	0	1	0	0.949969243
300992	3	\N	1	149	hobby_default.png	Genealogy		2014-07-19 00:32:33	2015-06-02 22:35:37	10	0	1	0	0.732303635
1984	1	\N	1	31	skill_default.png	checking the oil in a car		2014-07-30 03:29:57	2015-02-25 04:39:48	1	0	1	0	0.504165488
1025	1	\N	1	64	skill_default.png	capable: having the skills/ability or fitness for.		2014-12-02 01:47:34	2015-06-08 21:41:20	1	0	1	0	0.049936938
299	1	\N	1	240	skill_default.png	safety inspector		2014-07-11 08:39:42	2015-09-30 13:18:29	1	0	1	0	0.598105474
200097	2	\N	1	165	goal_default.png	Drink Rum on a Caribbean Beach		2014-09-05 14:27:19	2015-10-22 10:06:58	6	0	1	0	0.597916551
300769	3	\N	1	200	hobby_default.png	Sand art		2014-05-05 15:00:26	2015-10-26 09:32:24	10	0	1	0	0.483593894
202060	2	\N	1	147	goal_default.png	Dye My Hair a Crazy Color		2014-01-26 05:11:37	2015-02-14 13:26:24	6	0	1	0	0.260499597
201849	2	\N	1	100	goal_default.png	Build a Business		2014-04-04 11:19:06	2015-07-04 03:56:10	6	0	1	0	0.602625313
201741	2	\N	1	43	goal_default.png	Be a Member of an Exclusive Club		2014-06-14 03:45:04	2015-09-26 12:32:59	6	0	1	0	0.457711251
1098	1	\N	1	23	skill_default.png	diagnostics		2014-09-22 12:48:32	2015-01-17 08:31:38	1	0	1	0	0.087879723
1409	1	\N	1	33	skill_default.png	teach others and give clear instructions		2014-06-05 17:01:32	2015-06-10 10:50:27	1	0	1	0	0.75340973
670	1	\N	1	125	skill_default.png	maintaining records		2014-05-27 06:16:42	2015-11-12 06:32:24	1	0	1	0	0.236890719
201588	2	\N	1	40	goal_default.png	Head Cheese		2014-08-06 03:20:53	2015-11-02 21:47:14	6	0	1	0	0.754847743
200220	2	\N	1	8	goal_default.png	Cpmplete a mini-marathon		2014-11-17 22:06:23	2015-03-15 00:25:12	6	0	1	0	0.659325169
201289	2	\N	1	61	goal_default.png	Go to Florida		2014-12-14 03:52:08	2015-03-19 14:57:24	6	0	1	0	0.831457685
201794	2	\N	1	72	goal_default.png	Go on a Romantic Getaway		2014-01-30 10:14:36	2015-12-13 00:34:42	6	0	1	0	0.103579945
201811	2	\N	1	155	goal_default.png	Ride on a Tandem Bike		2014-08-01 10:47:08	2015-05-13 21:37:00	6	0	1	0	0.203889721
202118	2	\N	1	260	goal_default.png	Watch a Caterpillar Turn in to a Butterfly		2014-04-15 15:18:09	2015-01-25 20:25:35	6	0	1	0	0.130811509
201001	2	\N	1	6	goal_default.png	Attend an electronic rave festival.		2014-03-08 13:13:18	2015-04-16 18:01:00	6	0	1	0	0.848840557
200175	2	\N	1	237	goal_default.png	Go on a Health Retreat		2014-06-08 14:41:00	2015-01-30 14:29:54	6	0	1	0	0.276570665
201344	2	\N	1	233	goal_default.png	Go Hiking in Ireland		2014-08-30 20:12:03	2015-07-07 17:19:06	6	0	1	0	0.038860527
800194	8	\N	1	102	advice_default.png	Learn to really listen.		2014-01-13 22:18:29	2015-01-10 15:48:58	13	0	1	0	0.243875111
733	1	\N	1	177	skill_default.png	prioritizing work		2014-03-03 08:11:37	2015-08-13 18:30:23	1	0	1	0	0.149002599
203094	2	\N	1	200	goal_default.png	Make my goal weight		2014-01-24 08:31:21	2015-12-09 10:40:31	6	0	1	0	0.592684684
335	1	\N	1	14	skill_default.png	aggressive		2014-08-05 13:27:50	2015-12-23 11:08:36	1	0	1	0	0.505102624
200628	2	\N	1	59	goal_default.png	Drive a Hummer		2014-11-08 02:51:04	2015-04-14 21:52:42	6	0	1	0	0.605693827
226	1	\N	1	270	skill_default.png	landscape architect		2014-05-22 09:24:20	2015-03-09 17:46:54	1	0	1	0	0.955221029
202188	2	\N	1	188	goal_default.png	Bake a Giant Cookie		2014-11-07 03:30:23	2015-07-14 19:42:49	6	0	1	0	0.120564393
201005	2	\N	1	230	goal_default.png	"Climb to Tin Tian, Big Buddha in Hong Kong"		2014-09-16 05:46:02	2015-03-28 01:18:55	6	0	1	0	0.072267294
201487	2	\N	1	124	goal_default.png	Komodo National Park in in donesia		2014-12-16 08:53:57	2015-06-13 09:15:07	6	0	1	0	0.285197581
300070	3	\N	1	148	hobby_default.png	Falconry		2014-01-12 07:41:23	2015-02-20 20:11:37	10	0	1	0	0.143545348
200341	2	\N	1	236	goal_default.png	Learn How to Ballroom Dance		2014-09-05 15:58:36	2015-06-22 14:05:34	6	0	1	0	0.236944048
300012	3	\N	1	4	hobby_default.png	Equestrianism		2014-09-07 19:44:24	2015-01-06 03:04:45	10	0	1	0	0.378910702
300066	3	\N	1	89	hobby_default.png	Greeting card collecting		2014-02-09 08:57:59	2015-01-30 09:13:41	10	0	1	0	0.512909768
200998	2	\N	1	262	goal_default.png	Win a Game of Ping Pong		2014-01-09 01:32:53	2015-09-27 02:06:17	6	0	1	0	0.324258493
202786	2	\N	1	210	goal_default.png	Date a Beautiful Woman		2014-10-12 07:33:19	2015-08-30 05:46:19	6	0	1	0	0.917896022
200925	2	\N	1	29	goal_default.png	Write a Cookbook		2014-04-08 22:51:36	2015-01-15 04:24:49	6	0	1	0	0.726077013
200077	2	\N	1	177	goal_default.png	Write a handwritten letter to my ten favorite living authors		2014-10-16 22:46:34	2015-08-26 07:01:55	6	0	1	0	0.871773251
201665	2	\N	1	195	goal_default.png	Learn to skateboard.		2014-01-13 23:44:44	2015-04-11 16:11:00	6	0	1	0	0.04489411
202036	2	\N	1	126	goal_default.png	Do an Antarctic Tour		2014-11-07 13:07:49	2015-01-09 10:23:31	6	0	1	0	0.287653351
400005	4	\N	1	179	promise_default.png	To make all your friends feel that there is something in them.		2014-05-05 16:17:37	2015-02-24 06:26:30	12	0	1	0	0.333176191
300565	3	\N	1	38	hobby_default.png	Driving		2014-02-18 05:26:27	2015-07-27 06:24:20	10	0	1	0	0.852046526
300634	3	\N	1	29	hobby_default.png	Body building		2014-08-05 21:30:14	2015-07-09 05:10:11	10	0	1	0	0.626397843
1994	1	\N	1	141	skill_default.png	cheerful		2014-09-09 18:13:24	2015-12-20 03:38:53	1	0	1	0	0.640508696
202292	2	\N	1	12	goal_default.png	Catch a Last Minute Flight to a Random Destination		2014-03-19 20:17:31	2015-10-30 15:51:33	6	0	1	0	0.691854526
1594	1	\N	1	231	skill_default.png	handling detail work		2014-11-21 14:30:55	2015-05-26 05:37:58	1	0	1	0	0.42010829
300445	3	\N	1	143	hobby_default.png	Wood working		2014-12-16 02:34:48	2015-12-05 18:01:09	10	0	1	0	0.372237559
202426	2	\N	1	139	goal_default.png	Visit My State Capitol		2014-01-22 17:22:51	2015-11-08 09:44:38	6	0	1	0	0.676931814
201447	2	\N	1	247	goal_default.png	Be a Foster Parent		2014-11-15 01:19:38	2015-03-23 22:07:24	6	0	1	0	0.157331698
1441	1	\N	1	97	skill_default.png	spontaneous		2014-01-27 03:32:15	2015-02-11 07:42:58	1	0	1	0	0.19076167
200299	2	\N	1	160	goal_default.png	Go to Colorado		2014-09-09 12:01:00	2015-08-06 15:43:47	6	0	1	0	0.696000578
202358	2	\N	1	43	goal_default.png	Grow Old With the Love of My Life		2014-01-28 04:26:33	2015-04-30 08:47:11	6	0	1	0	0.768817755
584	1	\N	1	95	skill_default.png	stock and station agent		2014-11-14 00:08:04	2015-01-07 23:50:38	1	0	1	0	0.970281627
300623	3	\N	1	204	hobby_default.png	Tool collecting		2014-02-15 15:37:44	2015-10-24 01:01:47	10	0	1	0	0.320001659
1756	1	\N	1	97	skill_default.png	dental specialist		2014-04-12 01:19:29	2015-04-30 15:16:51	1	0	1	0	0.614684944
848	1	\N	1	246	skill_default.png	life management and organization skills		2014-08-24 01:07:32	2015-06-15 17:20:07	1	0	1	0	0.15819512
202830	2	\N	1	14	goal_default.png	Can At Least Twenty Jars Worth of Homemade Salsa		2014-02-05 06:22:36	2015-03-25 06:00:09	6	0	1	0	0.485935029
301023	3	\N	1	85	hobby_default.png	Paintball		2014-11-09 04:48:43	2015-10-18 15:39:27	10	0	1	0	0.713740474
2026	1	\N	1	11	skill_default.png	explain ideas well		2014-06-18 12:35:43	2015-07-08 21:14:15	1	0	1	0	0.472476173
201517	2	\N	1	211	goal_default.png	Bone Marrow		2014-07-19 03:09:13	2015-10-21 02:51:04	6	0	1	0	0.856401886
200129	2	\N	1	218	goal_default.png	Date My Wife Weekly for the Rest of Our Lives		2014-05-21 12:58:45	2015-12-21 14:59:51	6	0	1	0	0.302752611
982	1	\N	1	212	skill_default.png	precise		2014-07-16 15:22:45	2015-02-03 09:32:33	1	0	1	0	0.406832261
1226	1	\N	1	113	skill_default.png	show self-confidence		2014-08-27 04:36:20	2015-01-22 22:14:18	1	0	1	0	0.780338526
202002	2	\N	1	40	goal_default.png	Surprise Someone in a Big Way		2014-08-22 22:11:51	2015-04-02 20:09:01	6	0	1	0	0.90893367
202987	2	\N	1	111	goal_default.png	Get My Nails Schlacked		2014-10-21 06:46:57	2015-06-27 13:24:23	6	0	1	0	0.677664775
300132	3	\N	1	183	hobby_default.png	Frisbee		2014-10-28 21:54:35	2015-01-15 16:08:07	10	0	1	0	0.279569489
689	1	\N	1	267	skill_default.png	clothing trades worker		2014-08-05 13:49:09	2015-12-05 01:07:49	1	0	1	0	0.508863302
1828	1	\N	1	155	skill_default.png	teaching		2014-11-05 07:39:56	2015-05-12 07:59:23	1	0	1	0	0.647234399
200982	2	\N	1	156	goal_default.png	Be Able to Do a Roundhouse Kick		2014-06-07 07:52:02	2015-04-26 15:59:46	6	0	1	0	0.037530261
361	1	\N	1	133	skill_default.png	dependable: may be relied on.		2014-05-17 01:26:33	2015-03-10 07:11:34	1	0	1	0	0.811333835
747	1	\N	1	42	skill_default.png	networking		2014-09-11 13:01:03	2015-04-30 11:24:17	1	0	1	0	0.971786897
202896	2	\N	1	185	goal_default.png	Go Hiking in a Rainforest		2014-06-25 00:14:33	2015-12-02 13:13:52	6	0	1	0	0.221413977
