id	parent_activity_id	creator_id	title	description	created_at	updated_at	importance	status	rand
13013	13000	2	soccer	fútbol	14-10-01 08:07:3962	16-01-25 18:21:3962	1	0	0.046432572
13014	13000	2	cycling	ciclismo	14-10-01 08:07:4034	16-01-25 18:21:4034	1	0	0.417175107
13015	13000	2	baseball	béisbol	14-10-01 08:07:4007	16-01-25 18:21:4007	1	0	0.634101205
13016	13000	2	horseback riding	equitación	14-10-01 08:07:4052	16-01-25 18:21:4052	1	0	0.79226529
13017	13000	2	ping pong	ping pong	14-10-01 08:07:3989	16-01-25 18:21:3989	1	0	0.469675244
14001	14000	2	the trumpet	la trompeta	14-10-01 08:07:4115	16-01-25 18:21:4115	1	0	0.361239775
14002	14000	2	the guitar	la guitarra	14-10-01 08:07:4097	16-01-25 18:21:4097	1	0	0.118010452
14003	14000	2	the piano	el piano	14-10-01 08:07:4124	16-01-25 18:21:4124	1	0	0.870077649
14004	14000	2	the conductor	el director	14-10-01 08:07:4133	16-01-25 18:21:4133	1	0	0.527123716
14005	14000	2	the drums	los tambores	14-10-01 08:07:4106	16-01-25 18:21:4106	1	0	0.487517452
14006	14000	2	the genres	los géneros	14-10-01 08:07:4088	16-01-25 18:21:4088	1	0	0.67542709
14007	14000	2	the lyrics	la letra	14-10-01 08:07:4142	16-01-25 18:21:4142	1	0	0.08674925
14008	14000	2	the organ	el órgano	14-10-01 08:07:4151	16-01-25 18:21:4151	1	0	0.959893307
15000	NULL	2	Food		14-10-01 08:07:5528	16-01-25 18:21:5528	1	0	0.229357081
15001	15000	2	the fish (cooked)	el pescado	14-10-01 08:07:4511	16-01-25 18:21:4511	1	0	0.006707604
15002	15000	2	the banana	la banana	14-10-01 08:07:4340	16-01-25 18:21:4340	1	0	0.409196547
15003	15000	2	the butter	la mantequilla	14-10-01 08:07:4223	16-01-25 18:21:4223	1	0	0.624503639
15004	15000	2	the hamburger	la hamburguesa	14-10-01 08:07:4520	16-01-25 18:21:4520	1	0	0.615875917
15005	15000	2	the lunch	el almuerzo	14-10-01 08:07:4547	16-01-25 18:21:4547	1	0	0.078545669
15006	15000	2	the french fries	las papas fritas	14-10-01 08:07:4538	16-01-25 18:21:4538	1	0	0.651824211
15007	15000	2	the sugar	el azúcar	14-10-01 08:07:4628	16-01-25 18:21:4628	1	0	0.047078656
15008	15000	2	the hotdog	el hotdog	14-10-01 08:07:4529	16-01-25 18:21:4529	1	0	0.709290496
15009	15000	2	the raisin	la pasa	14-10-01 08:07:4385	16-01-25 18:21:4385	1	0	0.254372142
15010	15000	2	the jam	la mermelada	14-10-01 08:07:4259	16-01-25 18:21:4259	1	0	0.045320306
15011	15000	2	the dinner	la cena	14-10-01 08:07:4493	16-01-25 18:21:4493	1	0	0.118145371
15012	15000	2	the cheese	el queso	14-10-01 08:07:4466	16-01-25 18:21:4466	1	0	0.160211861
15013	15000	2	the candy	el dulce	14-10-01 08:07:4295	16-01-25 18:21:4295	1	0	0.783858845
15014	15000	2	the peanut butter	la mantequilla de maní	14-10-01 08:07:4277	16-01-25 18:21:4277	1	0	0.697108628
15015	15000	2	the tomato	el tomate	14-10-01 08:07:4187	16-01-25 18:21:4187	1	0	0.973548466
15016	15000	2	the appetizer	el aperitivo	14-10-01 08:07:4412	16-01-25 18:21:4412	1	0	0.118073416
15017	15000	2	the pineapple	la piña	14-10-01 08:07:4331	16-01-25 18:21:4331	1	0	0.445768962
15018	15000	2	the egg	el huevo	14-10-01 08:07:4502	16-01-25 18:21:4502	1	0	0.31630087
15019	15000	2	the beet	la remolacha	14-10-01 08:07:4196	16-01-25 18:21:4196	1	0	0.122760204
15020	15000	2	the popcorn	la spalomitasdemaíz	14-10-01 08:07:4214	16-01-25 18:21:4214	1	0	0.2861845
15021	15000	2	the mayonnaise	la mayonesa	14-10-01 08:07:4304	16-01-25 18:21:4304	1	0	0.853364597
15022	15000	2	the soup	la sopa	14-10-01 08:07:4619	16-01-25 18:21:4619	1	0	0.962254843
15023	15000	2	the peach	el durazno	14-10-01 08:07:4349	16-01-25 18:21:4349	1	0	0.727019287
15024	15000	2	the main dish	el plato principal	14-10-01 08:07:4565	16-01-25 18:21:4565	1	0	0.204611755
15025	15000	2	the apricot	el albaricoque	14-10-01 08:07:4358	16-01-25 18:21:4358	1	0	0.005869663
15026	15000	2	the lettuce	la lechuga	14-10-01 08:07:4556	16-01-25 18:21:4556	1	0	0.656070009
15027	15000	2	the beef	la carnederes	14-10-01 08:07:4430	16-01-25 18:21:4430	1	0	0.787616662
15028	15000	2	the salad	la ensalada	14-10-01 08:07:4601	16-01-25 18:21:4601	1	0	0.49155181
15029	15000	2	the chicken	el pollo	14-10-01 08:07:4475	16-01-25 18:21:4475	1	0	0.180427966
15030	15000	2	the breakfast	el desayuno	14-10-01 08:07:4439	16-01-25 18:21:4439	1	0	0.546094204
15031	15000	2	the peanut	el maní	14-10-01 08:07:4250	16-01-25 18:21:4250	1	0	0.324466909
15032	15000	2	the turkey	el pavo	14-10-01 08:07:4637	16-01-25 18:21:4637	1	0	0.360577292
15033	15000	2	the sandwich	el sándwich	14-10-01 08:07:4610	16-01-25 18:21:4610	1	0	0.640215629
15034	15000	2	the water	el agua	14-10-01 08:07:4646	16-01-25 18:21:4646	1	0	0.7456389
15035	15000	2	the lime	la lima	14-10-01 08:07:4169	16-01-25 18:21:4169	1	0	0.831712522
15036	15000	2	the grape	la uva	14-10-01 08:07:4376	16-01-25 18:21:4376	1	0	0.900693814
15037	15000	2	the radish	el rábano	14-10-01 08:07:4205	16-01-25 18:21:4205	1	0	0.559274641
15038	15000	2	the lemon	el limón	14-10-01 08:07:4160	16-01-25 18:21:4160	1	0	0.71112437
15039	15000	2	the cauliflower	la coliflor	14-10-01 08:07:4448	16-01-25 18:21:4448	1	0	0.653264268
15040	15000	2	the honey	la miel	14-10-01 08:07:4232	16-01-25 18:21:4232	1	0	0.504236032
15041	15000	2	the jelly	la jalea	14-10-01 08:07:4268	16-01-25 18:21:4268	1	0	0.307013425
15042	15000	2	the mustard	la mostaza	14-10-01 08:07:4322	16-01-25 18:21:4322	1	0	0.911355853
15043	15000	2	the potatoes	las papas	14-10-01 08:07:4592	16-01-25 18:21:4592	1	0	0.206552684
15044	15000	2	the nut	la nuez	14-10-01 08:07:4241	16-01-25 18:21:4241	1	0	0.808343921
15045	15000	2	the celery	el apio	14-10-01 08:07:4457	16-01-25 18:21:4457	1	0	0.226937308
15046	15000	2	the pear	la pera	14-10-01 08:07:4367	16-01-25 18:21:4367	1	0	0.445333445
15047	15000	2	ice-cream	el helado	14-10-01 08:07:4655	16-01-25 18:21:4655	1	0	0.393861886
15048	15000	2	the food	la comida	14-10-01 08:07:4403	16-01-25 18:21:4403	1	0	0.309355489
15049	15000	2	the milk	la leche	14-10-01 08:07:4574	16-01-25 18:21:4574	1	0	0.499543934
15050	15000	2	the ketchup	el kéchup	14-10-01 08:07:4313	16-01-25 18:21:4313	1	0	0.812760459
15051	15000	2	the beans	los frijoles	14-10-01 08:07:4178	16-01-25 18:21:4178	1	0	0.280013285
15052	15000	2	the dessert	el postre	14-10-01 08:07:4484	16-01-25 18:21:4484	1	0	0.808319513
15053	15000	2	the juice	el jugo	14-10-01 08:07:4286	16-01-25 18:21:4286	1	0	0.614992108
15054	15000	2	the avocado	el aguacate	14-10-01 08:07:4421	16-01-25 18:21:4421	1	0	0.376274341
15055	15000	2	the pork	el puerco	14-10-01 08:07:4583	16-01-25 18:21:4583	1	0	0.504001343
15056	15000	2	the flour	la harina	14-10-01 08:07:4394	16-01-25 18:21:4394	1	0	0.725974213
16000	NULL	2	Car		14-10-01 08:07:5529	16-01-25 18:21:5529	1	0	0.793622344
16001	16000	2	the steering wheel	el volante	14-10-01 08:07:4781	16-01-25 18:21:4781	1	0	0.648115065
16002	16000	2	the gearshift	la palanca de velocidades	14-10-01 08:07:4853	16-01-25 18:21:4853	1	0	0.669767171
16003	16000	2	first gear	primera velocidad	14-10-01 08:07:4844	16-01-25 18:21:4844	1	0	0.522220321
16004	16000	2	the wheel	la rueda	14-10-01 08:07:4745	16-01-25 18:21:4745	1	0	0.199121788
16005	16000	2	the sunroof	laquemacoco	14-10-01 08:07:4916	16-01-25 18:21:4916	1	0	0.310910709
16006	16000	2	the head lights	las luces de lanteras	14-10-01 08:07:4673	16-01-25 18:21:4673	1	0	0.366532713
16007	16000	2	the jack	el gato	14-10-01 08:07:4898	16-01-25 18:21:4898	1	0	0.139489903
16008	16000	2	the trunk	la cajuela	14-10-01 08:07:4709	16-01-25 18:21:4709	1	0	0.232344399
16009	16000	2	the automatic transmission	la transmisión automática	14-10-01 08:07:4826	16-01-25 18:21:4826	1	0	0.712264581
16010	16000	2	the hood	el cofre	14-10-01 08:07:4664	16-01-25 18:21:4664	1	0	0.019868984
16011	16000	2	the wipers	los limpiaparabrisas	14-10-01 08:07:4817	16-01-25 18:21:4817	1	0	0.910393519
16012	16000	2	the turn signal	la señal decambios	14-10-01 08:07:4862	16-01-25 18:21:4862	1	0	0.504594797
16013	16000	2	the driver	el chofer	14-10-01 08:07:4790	16-01-25 18:21:4790	1	0	0.954859767
16014	16000	2	the windshield	el parabrisas	14-10-01 08:07:4727	16-01-25 18:21:4727	1	0	0.965097344
16015	16000	2	the window	la ventana	14-10-01 08:07:4736	16-01-25 18:21:4736	1	0	0.611388321
16016	16000	2	the tire	la llanta	14-10-01 08:07:4754	16-01-25 18:21:4754	1	0	0.47612295
16017	16000	2	the gaspedal	el acelerador	14-10-01 08:07:4691	16-01-25 18:21:4691	1	0	0.480278906
16018	16000	2	the horn	el claxon	14-10-01 08:07:4772	16-01-25 18:21:4772	1	0	0.504127707
16019	16000	2	the axel	el eje	14-10-01 08:07:4763	16-01-25 18:21:4763	1	0	0.755750003
16020	16000	2	the rearview mirror	el espejo retrovisor	14-10-01 08:07:4889	16-01-25 18:21:4889	1	0	0.370723238
16021	16000	2	the seatbelt	el cinturón	14-10-01 08:07:4925	16-01-25 18:21:4925	1	0	0.345075258
16022	16000	2	the gas	la gasolina	14-10-01 08:07:4799	16-01-25 18:21:4799	1	0	0.754097278
16023	16000	2	the gas tank	el tanque	14-10-01 08:07:4808	16-01-25 18:21:4808	1	0	0.382084067
16024	16000	2	the visor	la visera	14-10-01 08:07:4880	16-01-25 18:21:4880	1	0	0.818738533
16025	16000	2	the tail lights	las luces traseras	14-10-01 08:07:4682	16-01-25 18:21:4682	1	0	0.137463819
16026	16000	2	the manual transmission	la transmisión manual	14-10-01 08:07:4835	16-01-25 18:21:4835	1	0	0.489805287
16027	16000	2	the brakes	los frenos	14-10-01 08:07:4700	16-01-25 18:21:4700	1	0	0.319616785
16028	16000	2	the spare tire	la llanta de repuesto	14-10-01 08:07:4907	16-01-25 18:21:4907	1	0	0.505477506
16029	16000	2	the engine	el motor	14-10-01 08:07:4718	16-01-25 18:21:4718	1	0	0.371839262
16030	16000	2	the bumper	el parachoques	14-10-01 08:07:4871	16-01-25 18:21:4871	1	0	0.742937818
100000	NULL	2	Common Phrases		14-10-01 08:07:5240	16-01-25 18:21:5240	1	0	0.283743342
100001	100000	2	Good morning.	Buenos días. : booEHN-os DEE-as	14-10-01 08:07:4934	16-01-25 18:21:4934	1	0	0.323231589
100002	100000	2	Excuse me.	Con permiso. OR Perdóname : kohn pehr-MEE-soh OR pehr-DOH-nah-meh	14-10-01 08:07:5033	16-01-25 18:21:5033	1	0	0.680553678
100003	100000	2	Yes.	Sí. : see	14-10-01 08:07:5141	16-01-25 18:21:5141	1	0	0.485375811
100004	100000	2	I do not understand.	Yo no comprendo. : yoh no kom-PREN-doh	14-10-01 08:07:5159	16-01-25 18:21:5159	1	0	0.879560374
100005	100000	2	How many are there?	¿Cuántos hay? : kooAN-tohs eye	14-10-01 08:07:5096	16-01-25 18:21:5096	1	0	0.140716125
100006	100000	2	"Hello, my name is John."	"Hola, me llamo Juan. : OH-la meh YA-mo Wahn"	14-10-01 08:07:4961	16-01-25 18:21:4961	1	0	0.292805674
100007	100000	2	What is your name?	¿Cómo se llama usted? : KOH-moh seh YA-mah oos-TEHD	14-10-01 08:07:4970	16-01-25 18:21:4970	1	0	0.345892885
100008	100000	2	Why?	¿Por què? : pohr keh	14-10-01 08:07:5186	16-01-25 18:21:5186	1	0	0.819552299
100009	100000	2	How are you?	¿Cómo está usted? : KOH-moh ehs-TA oos-TEHD	14-10-01 08:07:4979	16-01-25 18:21:4979	1	0	0.720302902
100010	100000	2	See you later.	Hasta luego. : AHS-ta looEH-go	14-10-01 08:07:5015	16-01-25 18:21:5015	1	0	0.396915466
100011	100000	2	How much does it cost?	¿Cuánto cuesta? : kooAN-to KWEHS-ta	14-10-01 08:07:5087	16-01-25 18:21:5087	1	0	0.89605588
100012	100000	2	"Would you speak slower, please."	"Por favor, habla mas despacio. : pohr fah-VOR, AH-blah mahs dehs-PAHS-ee-oh"	14-10-01 08:07:5168	16-01-25 18:21:5168	1	0	0.48758571
100013	100000	2	I am lost. Where is the restroom?	Estoy perdido. ¿Dónde está el baño? : ehs-TOY pehr-DEE-doh. DOHN-deh ehs-TA el BAH-neeo	14-10-01 08:07:5024	16-01-25 18:21:5024	1	0	0.992869352
100014	100000	2	Goodbye.	Adiós. : ah-dee-OHS	14-10-01 08:07:5006	16-01-25 18:21:5006	1	0	0.762549185
100015	100000	2	Good afternoon.	Buenas tardes. : booEHN-as TAR-dehs	14-10-01 08:07:4943	16-01-25 18:21:4943	1	0	0.725901898
100016	100000	2	Thank you.	Gracías. : gra-SEE-ahs	14-10-01 08:07:5051	16-01-25 18:21:5051	1	0	0.052918804
100017	100000	2	I'm sorry.	Lo siento. : low see-EHN-to	14-10-01 08:07:5060	16-01-25 18:21:5060	1	0	0.432429252
100018	100000	2	You are welcome (it was nothing).	De nada. : deh NA-da	14-10-01 08:07:5078	16-01-25 18:21:5078	1	0	0.016836684
100019	100000	2	Do you want to buy this?	¿Quiere comprarlo usted? : kee-EHR-eh kohm-PRAR-loh oos-TEHD	14-10-01 08:07:5114	16-01-25 18:21:5114	1	0	0.009435993
100020	100000	2	I am fine.	Estoy bien. : ehs-TOY bee-EHN	14-10-01 08:07:4988	16-01-25 18:21:4988	1	0	0.869973824
100021	100000	2	Who?	¿Quièn? : kee-EHN	14-10-01 08:07:5177	16-01-25 18:21:5177	1	0	0.069063001
100022	100000	2	What time is it?	¿Qué hora es? : keh OR-ah ehs	14-10-01 08:07:5123	16-01-25 18:21:5123	1	0	0.040919333
100023	100000	2	Please.	Por favor. : pohr fah-VOR	14-10-01 08:07:5042	16-01-25 18:21:5042	1	0	0.206608898
100024	100000	2	Bless you.	Salud. : sah-LOOD	14-10-01 08:07:5069	16-01-25 18:21:5069	1	0	0.187973796
100025	100000	2	How do you say maybe in Spanish?	¿Cómo se dice maybe en Español? : KOH-mo seh DEE-seh maybe ehn ehs-pahn-YOL	14-10-01 08:07:5132	16-01-25 18:21:5132	1	0	0.943605106
100026	100000	2	Nice to meet you.	Mucho gusto. : MOO-choh GOOS-toh	14-10-01 08:07:4997	16-01-25 18:21:4997	1	0	0.080664622
100027	100000	2	Good evening. (greeting)	Buenas noches. : booEHN-as NO-chehs	14-10-01 08:07:4952	16-01-25 18:21:4952	1	0	0.918090757
100028	100000	2	No.	No. : no	14-10-01 08:07:5150	16-01-25 18:21:5150	1	0	0.912165434
100029	100000	2	There are many.	Hay muchos. : eye MOO-chohs	14-10-01 08:07:5105	16-01-25 18:21:5105	1	0	0.916676251
